Supplementary Table 2: ANCOM Oral Microbiota
ID FDR_CRCvsHC FDR_POLvsHC taxonomy.Kingdom taxonomy.Phylum
0,008788736 0,011003238 0,003065947 0,009609774 1,145004917
0,016474635 0,009112781 0,002569421 0,041406353 0,220081705
0,037545968 0,029015324 0,041034063 0,049971128 0,580641758
0,016656957 0,00639551 0,052673414 0,004873737 1,312239561
0,000175385 0,000354667 0 0 Inf
0,030253228 0,022723357 0,057274267 0,021109322 1,076460767
0,01485598 0,022287276 0,009335113 0,006117174 3,643394024
0,021118421 0,018419877 0,009307642 0,035896856 0,513133432
0,001808389 0,002414888 0,002233919 0,000359244 6,722136731
0,011545708 0,010723093 0,007450865 0,016466083 0,651223065
0,003288598 0,005847789 0,001719616 0 Inf
0,034000753 0,046408466 0,020561499 0,022955844 2,021640601
0,009511179 0,008878809 0,006167545 0,013458099 0,659737218
0,006237052 0,003650881 0,014841348 0,00366455 0,996270089
0,001053238 0,001791179 0,000725789 0 Inf
0,000584615 0,001182222 0 0 Inf
0,031765339 0,034153766 0,011914465 0,044140906 0,773744126
0,003634422 0,000470394 0,001676386 0,010974422 0,0428627650,00165051 0,002349901 0 0,001778034 1,321628813
0,000988019 0,001886437 0 0,000200803 9,394453877
0,000247956 0,000384728 0,000250061 0 Inf
0,013713209 0,017113026 0,011892724 0,009122747 1,875863257
6,70E-05 0,000135468 0 0 Inf
0,00010853 0,000219472 0 0 Inf
0,001055694 0,000449661 0,000268443 0,002807847 0,160144235
0,022874852 0,028719487 0,034121406 0,002907404 9,878052603
0,00016749 0 0,000725789 0 NaN
7,51E-05 0,000151802 0 0 Inf
0,010397404 0,010938317 0,003766289 0,014993896 0,729517998
0,002082563 0,00398333 0,000488735 0 Inf
0,01554199 0,012187589 0,03737858 0,003237177 3,764882022
0,000911931 0,001621012 0 0,000401606 4,036319886
0,002837271 0,002917114 0,002957015 0,002592968 1,12500972
0,000173119 0 0,000750182 0 NaN
0,000225951 0,000118222 0,000725789 0 Inf
5,85E-05 0,000118222 0 0 Inf
0,000634297 0,000816178 0 0,000839721 0,971963386
0,010942798 0,006574644 0,004742479 0,024013744 0,273786721
0,031586373 0,020789531 0,004478186 0,073791565 0,281733164
0,015989993 0,015029628 0,021542168 0,013054822 1,151270237
0,004168049 0,002263263 0,007389027 0,004891041 0,462736398
0,000142507 0,000162908 0,000268443 0 Inf
0,000288248 0,0002442 0,000725789 0 Inf
0,009125038 0,004413481 0,011287782 0,015789137 0,279526404
0,001470307 0,002003487 0 0,001745642 1,147708047
0,005022162 0,005302857 0,004774483 0,004724962 1,122306704
0,00016749 0 0,000725789 0 NaN
0,000398586 0 0,001727205 0 NaN
0,011804844 0,010420488 0,019352425 0,007956718 1,309646567
0,00016749 0 0,000725789 0 NaN
0,005187244 0,00297209 0,008657552 0,006259463 0,47481554
0,000116923 0,000236444 0 0 Inf
0,004164371 0,005203028 0,002445405 0,003738717 1,391661378
0,001583967 0,001787207 0,003034129 0 Inf
0,009062438 0,00221402 0,020272539 0,011973107 0,184916082
0,000175385 0,000354667 0 0 Inf
0,008298375 0,012949195 0,003771144 0,003729775 3,471843285
0,008014802 0,014680702 0,00327216 0 Inf
0,004203687 0,00514714 0,001289143 0,004953689 1,039052002
0,006231119 0,006151508 0,005138542 0,007292182 0,843575838
0,00016749 0 0,000725789 0 NaN
0,015436727 0,012942091 0,015610365 0,019781215 0,654261703
0,013446001 0,010510149 0,019069203 0,014007045 0,750347363
0,014106782 0,02672226 0,002355052 0,001270373 21,03497166
0,006155487 0,00670563 0,006706257 0,004702584 1,42594585
0,000446385 0 0,001934335 0 NaN
0,00225227 0,003364005 0 0,002143052 1,569725984
6,54E-05 0 0 0,000237883 06,02E-05 0 0 0,00021901 0
6,54E-05 0 0 0,000237883 0
0,005637495 0,011250066 0 0,000270362 41,6111813
0,00754881 0,009160397 0,009023233 0,00340944 2,686774843
0,019408234 0,03175921 0,008317975 0,006492296 4,891830191
0,003179457 0,004114683 0,002008965 0,002479264 1,659638721
0,008205046 0,009440213 0,004346862 0,009222621 1,02359321
0,00033498 0 0,001451579 0 NaN
0,00050247 0 0,002177368 0 NaN
0,00050247 0 0,002177368 0 NaN
0,009110616 0,018423691 0 0 Inf
0,000857356 0,001150023 0,000257707 0,00083426 1,378495516
0,004181275 0 0 0,015219842 0
0,010485432 0,004837302 0,030686318 0,003683322 1,313298663
0,001163389 0,001534778 0,000728856 0,000859897 1,784839326
0,002268239 0,003061317 0,000841739 0,002038958 1,501412583
0,000712297 0 0,002130416 0,000803213 0
0,004240999 0,00688277 0,001078092 0,002142653 3,212265553
0,000132862 0 0,000575735 0 NaN
0,007635577 0,001797688 0,016058804 0,011068268 0,162418195
0,019868451 0,028789012 0,014338148 0,008456898 3,404204716
0,000651352 0,000472889 0,00093183 0,000736986 0,641652393
0,001166785 0,000671087 0,000567945 0,002562064 0,261932319
0,003669645 0,004523195 0,00363334 0,002163751 2,090441715
0,003651106 0,00713792 0,000525917 0 Inf
0,003702857 0 0,008254842 0,006544333 0
0,006663307 0,004699566 0,006424352 0,010398762 0,45193518
0,017969806 0,018878377 0,025354298 0,010131403 1,863352613
4,90E-05 9,92E-05 0 0 Inf
0,001945117 0,001787956 0,002015504 0,002168884 0,824366736
0,002755091 0,00203015 0,003642718 0,003314378 0,612528285
0,001285221 0,000952809 0,001674413 0,00155664 0,612093566
0,000280977 0,000568198 0 0 Inf
0,003829681 0,005467381 0,003782229 0,00092168 5,931974861
0,012701786 0,021471147 0,007564668 0,001232114 17,42627323
6,02E-05 0 0 0,000219046 0
0,001659228 0,000132607 0,000536885 0,005349913 0,024786691
6,02E-05 0 0 0,000219046 0
0,000191215 0 0,000500121 0,000275919 0
0,00016749 0 0,000725789 0 NaN
8,67E-05 0,000175309 0 0 Inf
0,006247347 0,007341557 0,005702335 0,00473558 1,550297296
0,001413776 0,000713279 0,00152108 0,002584536 0,275979719
0,000304158 0,000270024 0,000292016 0,000375799 0,718533011
0,012076907 0,004394043 0,036230055 0,005617416 0,782217886
0,001896346 0,001703865 0,003178021 0,001166204 1,461035089
0,001962536 0 0,008504322 0 NaN
0,080984052 0,07809289 0,056282522 0,106937427 0,730267154
6,02E-05 0 0 0,00021901 0
0,000408568 0,00011888 0 0,001273205 0,0933705820,001685725 0,000754524 0,001596133 0,003437145 0,219520574
0,000356476 0 0,001216252 0,000275919 0
0,000266529 0,000538982 0 0 Inf
0,003154124 0,002292962 0,002136132 0,005559328 0,412453124
0,000417911 0,000724845 0,000257707 0 Inf
0,001211832 0 0,005251273 0 NaN
0,000426344 0,000450921 0,000518503 0,000304692 1,479922511
0,024922658 0,030953249 0,023907165 0,014920606 2,074530285
0,002328776 0,003002457 0,000927817 0,002292955 1,309426788
0,002032362 0,001326099 0,001679999 0,003599619 0,368399725
0,004130749 0,003837221 0,003484052 0,005202324 0,737597347
0,000116923 0,000236444 0 0 Inf
0,000364748 0,000150884 0,000257707 0,000839617 0,17970596
0,001402006 0,001088065 0 0,003144786 0,345990284
0,005924375 0,005180128 0,000942298 0,011448965 0,452453849
0,000240494 0,000410307 0,000162912 0 Inf
0,034907101 0,040569821 0,033806641 0,025638593 1,582373124
0,003056875 0,003616468 0,00465961 0,000703308 5,142083174
0,142912631 0,12648435 0,189051138 0,133727192 0,945838675
0,000565655 0,000657542 0,000490463 0,000463419 1,418894088
0,000278895 0 0,001208545 0 NaN
0,040753462 0,032642031 0,078048092 0,024026549 1,35858176
0,001871203 0,003213045 0 0,001027697 3,126452614
0,002179892 0,003957653 0,000965512 0 Inf
0,000464982 0,000535507 0 0,000728623 0,734958763
0,095580167 0,109422936 0,09694964 0,069512826 1,57414023
0,038179865 0,061756218 0,019306388 0,011596149 5,325580112
0,002235391 0,004407136 0,00024283 0 Inf
0,000232842 0 0,000725789 0,000237883 0
0,002352106 0 0,001214152 0,007541779 0
0,001810158 0,003552536 0 0,000194411 18,27335692
6,54E-05 0 0 0,000237883 0
8,14E-05 0 0 0,000296296 0
0,013464971 0 0,053711007 0,00389525 0
5,16E-05 0 0 0,000187899 0
0,000151604 0 0 0,000551838 0
0,00051882 0,000452653 0,001278249 0 Inf
0,000258103 0 0 0,000939496 0
7,97E-05 0 0 0,000290192 0
0,000204408 0,000300037 0,00024283 0 Inf
0,000399475 0,000285884 0 0,000939496 0,304295196
0,000120758 0,0002442 0 0 Inf
0,000161751 0,00025107 0,000162912 0 Inf
0,002606918 0,000397415 0,000250061 0,008563782 0,046406516
0,000120758 0,0002442 0 0 Inf
7,97E-05 0 0 0,000290192 0
5,60E-05 0 0,00024283 0 NaN
0,000930339 0,001761088 0,000257707 0 Inf
0,332663649 0,110423992 0,743397451 0,387678639 0,284833832
0,049418802 0,077955454 0,032656712 0,012132984 6,4250852484,98E-05 0,000100658 0 0 Inf
0,000306261 0,000450055 0 0,000304692 1,477080942
0,009088186 0,008290417 0,006488252 0,012708115 0,652371886
0,011991781 0,012508829 0,006935429 0,015308432 0,81712019
4,98E-05 0,000100658 0 0 Inf
0,000170799 0,000345393 0 0 Inf
0,000426862 0,00050242 0,00077312 0 Inf
0,01501348 0,003917853 0,0027689 0,045271055 0,086542116
0,000741849 0,001500184 0 0 Inf
0,00016749 0 0,000725789 0 NaN
0,000116923 0,000236444 0 0 Inf
0,034739208 0,043509731 0,026705787 0,025700339 1,692963296
0,00011834 0 0 0,000430756 0
0,000609912 0 0 0,002220078 0
0,00051394 0,000347901 0,000317884 0,000977496 0,355910424
7,42E-05 0,000150018 0 0 Inf
0,00064405 0,000553432 0,000471149 0,0009524 0,581091891
3,76E-05 0 0,000162912 0 NaN
0,001333404 0,00085075 0,000942298 0,002530711 0,336170279
0,028212723 0,038839782 0,036045545 0,002504446 15,50833539
0,000579943 9,81E-05 0,00230294 0 Inf
0,000217118 0 0 0,000790309 0
0,000152174 0,00030773 0 0 Inf
0,000465685 0 0,001451579 0,000475766 0
0,108676002 0,219538758 0,000257707 0,000194411 1129,252487
0,211156096 0,420705752 0,003149221 0,00869249 48,39876031
0,003014818 0 0,013064211 0 NaN
0,000144907 0,000293034 0 0 Inf
0,000701721 0,000568198 0,001271537 0,000463419 1,226100173
0,000349165 0,000197883 0,001089016 0 Inf
0,00016749 0 0,000725789 0 NaN
0,000258103 0 0 0,000939496 0
0,000267334 0,000540608 0 0 Inf
0,001506072 0,003045613 0 0 Inf
0,006101909 0,00440983 0,012859118 0,003471594 1,270260892
0,000140489 0,000284099 0 0 Inf
0,032032353 0,025078126 0,031630487 0,04488753 0,558688041
4,98E-05 0,000100658 0 0 Inf
0,000122352 0,000135866 0 0,000200803 0,676612049
0,001767754 0,00064277 0,002543631 0,00314099 0,20463932
0,000964404 0,001950239 0 0 Inf
0,000343315 0,000694258 0 0 Inf
0,000101854 0 0,000441367 0 NaN
0,00013398 0,000270937 0 0 Inf
0,000565379 0 0,000250061 0,001847928 0
0,000952913 0,001053224 0,001180009 0,000581595 1,810923263
5,95E-05 0 0,000257707 0 NaN
0,005055623 0,002979512 0,005230874 0,008645412 0,344635077
0,000139086 0,000281262 0 0 Inf
5,88E-05 0,00011888 0 0 Inf0,000297168 0,000600939 0 0 Inf
5,07E-05 0,000102577 0 0 Inf
0,003709175 0,003728422 0,003751914 0,003638629 1,024677753
0,000373432 0,000755162 0 0 Inf
0,002077934 0,003165148 0,001586904 0,000533414 5,933758392
0,025696889 0,030592247 0,035649443 0,008525098 3,588492008
0,001031907 0,000850823 0,00230294 0,000290192 2,931935739
0,001100712 0,000193675 0,004354737 0 Inf
0,001469826 0,00132154 0,003537376 0 Inf
0,003968422 0,004318386 0,005616263 0,001954302 2,209682167
0,004174949 0,006598282 0,001986232 0,001651472 3,995393546
0,000132862 0 0,000575735 0 NaN
0,000387252 0 0,001073771 0,000507629 0
0,000142927 0,000150884 0 0,000248663 0,606780735
0,000221535 0 0,00024283 0,00060241 0
0,060663622 0,039689736 0,049848742 0,107501115 0,369203014
3,75E-05 7,59E-05 0 0 Inf
0,000300515 0,00022483 0,000820452 0 Inf
5,16E-05 0 0 0,000187899 0
0,017246152 0,023357771 0,01319294 0,009649937 2,420510283
0,210654279 0,208388919 0,292066641 0,146345543 1,423951249
0,005715995 0,008391264 0,001646462 0,004318918 1,942908872
0,000189335 0 0,000820452 0 NaN
0,017073467 0,030155937 0,00575963 0,003028643 9,956912446
0,000750106 0 0,002974616 0,000231709 0
0,004137429 0,003591205 0,003602224 0,005570204 0,644716936
0,028615365 0,035792093 0,046658855 0,000540723 66,19300156
0,003322138 0,003948343 0,004298881 0,001374505 2,87255684
5,85E-05 0,000118222 0 0 Inf
0,00114842 0,001388774 0,000317884 0,001413434 0,982552598
0,000164815 0,000333292 0 0 Inf
0,000173068 0 0,000575735 0,000146349 0
0,000480417 0 0,002081805 0 NaN
0,000589597 0,000101249 0,001418394 0,000772433 0,131078635
0,0246053 0,047738184 0,00192459 0,002017905 23,65729943
0,094161065 0,190090581 0 0,000583232 325,9261419
0,001571873 0,001625987 0,001674879 0,001387944 1,171507238
0,000334827 0 0 0,001218769 0
0,005784695 0,007096394 0,005921773 0,00330849 2,144904262
0,000175385 0,000354667 0 0 Inf
0,000264811 0,000535507 0 0 Inf
0,000254572 0,000379531 0 0,000243487 1,558735419
0,000112539 0,000227578 0 0 Inf
0,000417306 0,000603359 0,000515413 0 Inf
0,000243749 0 0,001056245 0 NaN
0,000118995 0 0,000162912 0,000296296 0
0,000203931 0 0,000354599 0,000444444 0
0,001087037 0,000478648 0,000268443 0,002869757 0,166790445
0,007719871 0,009988671 0,010172293 0,001575994 6,338012275
0,000455725 0,000467409 0,000973219 0 Inf0,00033498 0 0,001451579 0 NaN
0,000237681 0,000480645 0 0 Inf
0,002076443 0,001974382 0,002334215 0,002043622 0,966118839
0,003356576 0,004284355 0,00152831 0,003222316 1,329588929
0,004659803 0,004416102 0,002296181 0,007083908 0,623399208
0,016060818 0,023595757 0,00369802 0,012882678 1,831587953
0,000231463 0 0,000536885 0,000391543 0
0,00035037 0,000708526 0 0 Inf
0,00016749 0 0,000725789 0 NaN
0,004289213 0,00090265 0,010169749 0,005445378 0,165764359
0,001268119 0,002564418 0 0 Inf
0,000134777 0 0,000584032 0 NaN
0,001319529 0,000379296 0,00317489 0,001453444 0,260964035
0,000922537 0,000403814 0,000162912 0,002494322 0,161893474
0,001161649 0,001242373 0,001283396 0,000914077 1,359156544
0,028221981 0,043819941 0,019345266 0,007602094 5,7641935
0,001430487 0,001682871 0,001998455 0,000499103 3,371790994
0,014304817 0,016316189 0,014015943 0,010927003 1,493198928
5,85E-05 0,000118222 0 0 Inf
0,00013902 0,00028113 0 0 Inf
0,00043371 0,00023776 0,000732817 0,00053517 0,444269732
0,032906448 0,030637309 0,022408062 0,04580954 0,66879757
0,000173119 0 0,000750182 0 NaN
0,000151128 0 0,000482756 0,000144592 0
0,000294981 0 0,001278249 0 NaN
0,000464321 0,000354667 0,000820452 0,000362549 0,978258942
0,006224262 0,006420468 0,005679158 0,006328978 1,014455767
0,001256353 0,001961981 0,000808347 0,000362549 5,411634996
0,000163661 0 0,000709197 0 NaN
9,81E-05 0,00019836 0 0 Inf
0,000175385 0,000354667 0 0 Inf
0,000442962 0,000895768 0 0 Inf
6,70E-05 0,000135468 0 0 Inf
0,0011436 0,001433135 0,001884597 0 Inf
0,0003227 0 0 0,001174628 0
0,000240934 0,000267352 0,000471149 0 Inf
0,000350769 0,000709333 0 0 Inf
0,000766232 0,000900976 0,000942298 0,000375799 2,397497316
0,000130583 0 0 0,000475323 0
0,000165497 0 0 0,00060241 0
0,000592293 0,000441707 0 0,001360875 0,324575614
0,000876343 0,001182879 0,000725789 0,000451041 2,622555037
0,000949205 0,000164524 0,003168617 0,000497327 0,33081612
0,002380282 0,002058316 0,000325823 0,004685565 0,439288832
0,000134373 0,000271732 0 0 Inf
0,005007841 0,000996137 0,000704163 0,015843998 0,062871554
0,000233032 0,000471242 0 0 Inf
6,54E-05 0 0 0,000237883 0
0,000245491 0 0,001063796 0 NaN
0,000222555 0,000450055 0 0 Inf0,000227406 0 0 0,000827757 0
0,00010145 0,000205153 0 0 Inf
0,000736708 0,001324308 0,000354599 0 Inf
6,69E-05 0 0 0,000243487 0
5,16E-05 0 0 0,000187899 0
0,001139675 0,001748828 0,000930334 0,000219046 7,983837081
0,007380705 0,003743035 0,008750961 0,012777496 0,292939661
0,005075019 0,005097686 0,000469107 0,008903183 0,572568992
0,000149226 0,000301768 0 0 Inf
0,000435793 0,000325815 0 0,000999821 0,32587362
0,000215133 0 0 0,000783085 0
0,000213729 0,000101249 0,000709197 0 Inf
7,50E-05 0,000151719 0 0 Inf
0,011521269 0,003300156 0,040327344 0,002122171 1,555084874
0,000100137 0,000202499 0 0 Inf
0,001255034 0,001525252 0,001909314 0,000219046 6,963158835
8,18E-05 0 0,000354599 0 NaN
0,000259012 0,00052378 0 0 Inf
3,75E-05 7,59E-05 0 0 Inf
0,00066996 0 0,002903158 0 NaN
5,85E-05 0,000118222 0 0 Inf
0,000136628 0 0 0,000497327 0
0,0003227 0 0 0,001174628 0
0,000454629 0,000655941 0,000268443 0,000248663 2,637866806
0,00016749 0 0,000725789 0 NaN
0,003008673 0,003137601 0,001443393 0,004091436 0,766870317
0,007039864 0,011697725 0,005439523 0 Inf
0,117125254 0,128410414 0,145060761 0,073346142 1,750745313
0,000778322 0 0,000971322 0,002017181 0
0,00047455 0,000300037 0,001413448 0 Inf
0,000307622 0,000247195 0,000426083 0,000316882 0,78008517
0,002232584 0,003298607 0,000363005 0,00188419 1,750676337
0,000167413 0 0 0,000609385 0
0,00029574 0 0,000471149 0,000680727 0
0,000203285 0,000166646 0,000227777 0,000248663 0,670166229
0,00173374 0,001790128 0,003139813 0,000451138 3,968026181
0,002019714 0,000670129 0,002686483 0,00388888 0,172319266
0,002213076 0,001430158 0,005299433 0,00102979 1,388785994
0,000156438 0,000316353 0 0 Inf
0,000789864 0,000250452 0,00024283 0,002220313 0,11280052
0,00016749 0 0,000725789 0 NaN
0,000307768 0 0,000980926 0,000296296 0
0,000108727 0 0,000471149 0 NaN
0,000608641 0 0,00097127 0,001399586 0
0,000618735 0,00114683 0 0,000187899 6,103431438
0,000134777 0 0,000584032 0 NaN
0,000222771 0 0,000268443 0,000585394 0
0,001377832 0,001561212 0,0006099 0,001692811 0,922260154
0,00032618 0 0,001413448 0 NaN
0,00050247 0 0,002177368 0 NaN0,00258935 0,001303261 0,00733963 0,000914077 1,425767091
0,000153918 0,000311257 0 0 Inf
0,004168468 0,002952906 0,00734603 0,003687328 0,800825432
7,50E-05 0,000151719 0 0 Inf
0,013483019 0,009398329 0,033127247 0,00433431 2,168356414
0,000103241 0 0 0,000375799 0
0,000616269 0,000458686 0,000635768 0,000883538 0,519147026
0,000369344 0,000174593 0,000930334 0,000248663 0,702126545
0,000153745 0 0 0,000559631 0
0,000251676 0,000508945 0 0 Inf
0,005287469 0,005059766 0,003871825 0,006886475 0,734739645
7,43E-05 0 0 0,000270362 0
0,000149226 0,000301768 0 0 Inf
1,779224818 2,070228108 2,003537972 1,066995847 1,940240081
6,72E-05 0,000135866 0 0 Inf
8,06E-05 0,000162908 0 0 Inf
0,000111405 0 0,000482756 0 NaN
0,000322764 0,000652701 0 0 Inf
0,005869233 0,001455188 0 0,018744669 0,077632094
0,000654647 0,000283411 0,000482756 0,001467261 0,193156223
0,000222555 0,000450055 0 0 Inf
6,02E-05 0 0 0,000219046 0
0,001367484 0,000282625 0,003645766 0,001406472 0,200946119
4,85E-05 9,81E-05 0 0 Inf
0,000160964 0,0002442 0 0,000146349 1,668620269
0,000159613 7,59E-05 0 0,000444444 0,170683416
0,00054551 0 0,000965512 0,001174628 0
0,000290024 0 0,000980926 0,000231709 0
0,00022236 0,000449661 0 0 Inf
0,002333158 0,000986585 0,003866389 0,003469075 0,284394383
0,000296195 0,000598971 0 0 Inf
0,000175385 0,000354667 0 0 Inf
0,000280597 0 0,000490463 0,000609385 0
0,000248311 0,00050214 0 0 Inf
0,000216511 0 0,000938214 0 NaN
0,00016749 0 0,000725789 0 NaN
6,69E-05 0 0 0,000243487 0
0,000103241 0 0 0,000375799 0
0,00202353 0,001590127 0,003595375 0,001483307 1,072015004
0,023728919 0,028197406 0,042170859 0,000194411 145,040408
0,000196654 0 0,000852166 0 NaN
0,00014837 0,000300037 0 0 Inf
0,000294981 0 0,001278249 0 NaN
0,000162499 0 0,000704163 0 NaN
5,85E-05 0,000118222 0 0 Inf
0,000193782 0,000150884 0 0,000433777 0,347838333
0,000136628 0 0 0,000497327 0
0,00022236 0,000449661 0 0 Inf
6,01E-05 0,000121533 0 0 Inf
0,00029427 0,000595079 0 0 Inf7,94E-05 0 0 0,000289184 0
0,000196654 0 0,000852166 0 NaN
0,000103241 0 0 0,000375799 0
0,000154862 0 0 0,000563698 0
0,000375946 0,000302338 0,000635768 0,000290192 1,041855161
7,42E-05 0,000150018 0 0 Inf
3,940131246 2,817291047 6,00085309 4,230237254 0,665988898
0,000296128 0,000132607 0,000709197 0,000243487 0,544615507
0,002518612 0,003107431 0,002998471 0,001055657 2,943600021
0,000355238 0,000150884 0 0,001021473 0,147712351
0,000103241 0 0 0,000375799 0
0,000483145 0,000201316 0,000268443 0,001170789 0,171948685
4,07E-05 0 0 0,000148148 0
6,02E-05 0 0 0,000219046 0
0,000189335 0 0,000820452 0 NaN
0,000174005 0,000135866 0 0,000388821 0,349430043
8,14E-05 0 0 0,000296296 0
0,000103241 0 0 0,000375799 0
0,000603256 0,001002394 0 0,000391543 2,560113246
0,000153918 0,000311257 0 0 Inf
21,44368801 19,85588719 20,0231859 25,49495125 0,778816441
0,000756828 0,001317882 0,000455554 0 Inf
0,000162499 0 0,000704163 0 NaN
0,000127313 0 0 0,000463419 0
0,000241517 0,0004884 0 0 Inf
0,000296877 0,000155629 0,000575735 0,000316882 0,491125273
8,14E-05 0 0 0,000296296 0
0,000193981 0,000392272 0 0 Inf
0,000144907 0,000293034 0 0 Inf
0,000144907 0,000293034 0 0 Inf
6,56E-05 0,000132607 0 0 Inf
0,000136628 0 0 0,000497327 0
0,002275044 0,000468711 0,007659093 0,00100384 0,466918421
0,001055614 0,001835882 0 0,000537848 3,413384312polvsHC shared
0,468084199 nsh
1,125541285 sh
1,25298552 nsh
1,257724932 nsh
0,735217991 nsh
2,324319378 nsh
0,828655113 nsh
0,435284886 nsh
0,890552758 nsh
0,939567904 nsh
0,94 nsh
NaN nsh
1,52 nsh
4,90 nsh
6,02 nsh
2,86 nsh
1,95 sh
0,82 sh
25,19 nsh
5,11 nsh
0,99 sh
8,67 nsh
3,623210207 nsh
5,620614345 nsh
46,17765329 nsh
0,392332045 nsh
13,71968903 nsh
4,773912768 nsh
24,95663652 nsh
1,180010657 nsh
2,337287797 sh
1,990865071 nsh
10,21555669 nsh
12,34799276 nsh
1,263515627 sh
5,620757328 nsh
15,54484688 nsh
3,457534173 nsh
0,519560426 nsh
7,590449591 nsh
0,609328337 nsh
11,12241925 nsh
Inf nsh
8,425648229 nsh
1,198855219 sh
Inf nsh
7,897388648 nsh
7,803108628 nsh8,803833563 nsh
0,531754438 nsh
5,418193601 nsh
6,216414905 nsh
Inf nsh
2,000201924 nsh
8,057843958 nsh
2,918762384 nsh
16,41519337 nsh
13,70746484 nsh
18,0701407 nsh
23,17367855 nsh
7,594177597 nsh
8,07008936 nsh
1,349212781 nsh
0 nsh
0,716961629 nsh
2,09069763 nsh
0,407709967 nsh
0,813975824 nsh
2,66691996 nsh
28,31821961 nsh
0,588487802 nsh
1,245111305 nsh
Inf nsh
Inf nsh
Inf nsh
6,797015667 nsh
9,680985198 nsh
1,77201321 nsh
2,145183117 nsh
0 nsh
2,510836724 nsh
Inf nsh
9,059258765 nsh
Inf nsh
2,260280814 nsh
0 nsh
21,87015668 nsh
0,473397493 sh
Inf nsh
1,09767162 nsh
0,880993481 sh
NaN nsh
2,511150232 nsh
8,305208991 nsh
2,136501052 nsh
17,67646179 nsh
35,13692018 nsh
Inf nsh0,263358605 nsh
Inf nsh
4,203285736 nsh
44,29929682 nsh
Inf nsh
9,424264295 nsh
Inf nsh
2,038282821 nsh
NaN nsh
29,06823147 nsh
NaN nsh
0,658517948 nsh
1,742324583 nsh
1,199627971 nsh
1,308842101 nsh
8,033037347 nsh
0,567431433 nsh
1,088134874 nsh
Inf nsh
0 nsh
1,037734489 nsh
7,473707576 nsh
0 nsh
Inf nsh
1,117776493 nsh
Inf nsh
Inf nsh
11,80199319 nsh
Inf nsh
17,86895968 nsh
Inf nsh
0,440641084 nsh
1,200811416 nsh
NaN nsh
1,9388875 nsh
0 nsh
1,054475298 nsh
1,461065609 nsh
8,21457218 nsh
22,508837 nsh
1,750566443 nsh
Inf nsh
Inf nsh
Inf nsh
Inf nsh
0 nsh
Inf nsh
0,390844003 nsh
0,825534768 sh
Inf nsh2,470784865 nsh
0 nsh
0,726100839 nsh
6,786914483 nsh
0,668422282 nsh
2,081141647 nsh
0,762926092 sh
Inf nsh
0,367384878 sh
0 nsh
1,865529617 nsh
0 nsh
Inf nsh
1,036179867 sh
2,202952512 nsh
1,547022655 nsh
2,276513935 nsh
0 nsh
Inf nsh
36,24072269 nsh
159,5642151 nsh
10,525862 nsh
Inf nsh
0,535589952 sh
Inf nsh
NaN nsh
NaN nsh
Inf nsh
1,729162248 nsh
Inf nsh
0 nsh
NaN nsh
2,16597139 nsh
2,693579226 nsh
Inf nsh
0,718325322 nsh
3,981783742 nsh
3,051037516 nsh
0 nsh
0,297800868 nsh
NaN nsh
Inf nsh
0,724070149 nsh
0,412811408 nsh
1,801452354 nsh
Inf nsh
1,757485794 nsh
Inf nsh
0,127715498 nsh
Inf nsh6,504186234 nsh
Inf nsh
0 nsh
0 nsh
5,24068391 nsh
9,66813963 nsh
1,140667915 nsh
NaN nsh
Inf nsh
1,48707781 nsh
0,295832827 nsh
NaN nsh
Inf nsh
0,699035146 nsh
1,333644804 nsh
2,183964094 nsh
Inf nsh
7,824239598 nsh
1,455734953 nsh
0,712239365 nsh
1,23208992 nsh
Inf nsh
1,073164061 nsh
0,392387832 nsh
NaN nsh
0,848419245 nsh
1,748836069 nsh
NaN nsh
1,349642572 nsh
2,758259432 nsh
NaN nsh
Inf nsh
0,285750422 nsh
1,790457042 nsh
NaN nsh
0,233344586 nsh
Inf nsh
8,156279543 nsh
0,972813174 nsh
Inf nsh
NaN nsh
Inf nsh
0,195899498 nsh
1,4555025 nsh
0,401183417 nsh
Inf nsh
Inf nsh
0,532068115 nsh
NaN nsh
Inf nshNaN nsh
1,206235934 nsh
0 nsh
1,046737039 nsh
0,670371383 nsh
0 nsh
0,963365256 nsh
0,245236907 nsh
NaN nsh
11,43213333 nsh
Inf nsh
0 nsh
5,095749302 nsh
0,446418696 nsh
NaN nsh
13,92152884 nsh
NaN nsh
1,34128087 nsh
Inf nsh
0,269539608 nsh
NaN nsh
0,598096251 nsh
1,085872828 sh
0,454822032 nsh
0,749351138 nsh
1,858167199 nsh
0,941120627 nsh
13,86471205 nsh
26,7900782 nsh
NaN nsh
1,016681037 nsh
Inf nsh
5,275035151 nsh
0,847579932 nsh
0,244485345 nsh
Inf nsh
1,483821907 nsh
1,287227256 nsh
Inf nsh
1,114420792 nsh
5,676450977 nsh
0 nsh
Inf nsh
1,323742657 nsh
6,867327859 nsh
Inf nsh
Inf nsh
Inf nsh
0 nsh
NaN nshInf nsh
0 nsh
2,791657682 nsh
0,273848414 nsh
15,65023552 nsh
0,261202538 nsh
Inf nsh
0,450589682 nsh
1,1699641 nsh
NaN nsh
NaN nsh
7,550124052 nsh
0,97662896 nsh
0,710509321 nsh
2,153891508 nsh
2,874516329 nsh
NaN nsh
6,023317836 nsh
0,51704073 nsh
2,439308837 nsh
NaN nsh
