verdict	confidence	pmid	disease	substrate	technology	platform	species	design	mixed_content	c1_primary	c2_stool_metagen	c3_case_control	c4_illumina	c5_human	reasoning_path
OUT-OF-SCOPE	HIGH	31555583	CRC-only-tumor-vs-adjacent-normal	other-tumor-tissue-and-adjacent-normal	16S	Ion Torrent PGM	human	cross-sectional-tumor-vs-adjacent	152 CRC tumor + 57 paired normal-adjacent tissue on Ion PGM 16S V4; no stool, no healthy control	PASS	FAIL	PARTIAL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31555583.md
OUT-OF-SCOPE	HIGH	31680787	CRC(review)	n/a	review	n/a	n/a	narrative-review	narrative review on microbiome-chemoradiation-immunotherapy in CRC	FAIL	FAIL	FAIL	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31680787.md
OUT-OF-SCOPE	HIGH	32974807	none(polyp-free)	biopsy	16S	Illumina-MiSeq	human	oral-health-strata-in-polyp-free	biopsy+all-polyp-free	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_32974807.md
OUT-OF-SCOPE	HIGH	33128571	NSCLC	stool	shotgun-WGS	not stated	human	other-NSCLC-subgroups		PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33128571.md
OUT-OF-SCOPE	HIGH	33224717	N/A	other-none	other-none	N/A	other-N/A	other-narrative-review	Review: gut microbiota, dietary phytochemicals, human health	FAIL	FAIL	FAIL	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33224717.md
OUT-OF-SCOPE	HIGH	33262469	CRC-proximal	ileal-mucus	16S(reanalyzed)	unspecified	mixed-human-and-mouse	prognostic-stratification	reanalysis-plus-mouse-model-ileal-not-stool	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33262469.md
OUT-OF-SCOPE	HIGH	33405122	Origanum-Salvia-anti-inflam-and-HCT116	other-plant-extract-and-cell-line	other-GC-MS-and-enzyme-assay	N/A	other-cell-line	other-in-vitro	Origanum/Salvia in-vitro anti-inflam + HCT-116/Lovo cytotoxicity; no microbiome	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33405122.md
OUT-OF-SCOPE	HIGH	33456404	CRC(review)	n/a	review	n/a	n/a	narrative-review	narrative review on microbiome and CRC	FAIL	FAIL	FAIL	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33456404.md
OUT-OF-SCOPE	HIGH	33492618	Lynch-syndrome-extraintestinal-cancer	stool	16S	unknown	human	cross-sectional-case-control	tiny-N=8;non-CRC-cancers	PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33492618.md
OUT-OF-SCOPE	HIGH	33505091	rat colon-cancer model	other-rat-feces	other-Oxford-Nanopore-shotgun-long-read	Oxford Nanopore MinION	other-Wistar-rat	intervention (DMH + Dunaliella salina)	rat DMH colon-cancer + carotenoid intervention; Oxford Nanopore MinION long-read metagenomics	PASS	FAIL	FAIL	FAIL	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33505091.md
OUT-OF-SCOPE	HIGH	33575112	multi-cancer	plasma+tumor-tissue	ccf-mtDNA-capture	unspecified	human	biomarker-tech-development	plasma-mtDNA-not-microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33575112.md
OUT-OF-SCOPE	HIGH	33581124	CRC-adenoma-tissue	biopsy	16S	Illumina (model not stated; V4 amplicon)	human	other-intra-neoplasia-heterogeneity	436 CRC/adenoma tissue biopsies; no stool	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33581124.md
OUT-OF-SCOPE	HIGH	33607296	CRC(re-analysis)	stool	16S	Illumina(inherited)	human	methods-paper-on-published-cohort	re-analysis-only-of-Baxter-2016;also-uses-Tara-Oceans+AmericanGut	FAIL	PASS	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33607296.md
OUT-OF-SCOPE	HIGH	33660622	gastric-cancer+CRC-post-surgery	stool	16S	Illumina-MiSeq	human	post-surgery-vs-control	post-treatment-cohort	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33660622.md
OUT-OF-SCOPE	HIGH	33662003	gynecologic-cancer	rectal-swab	16S	not stated	human	longitudinal	rectal-swab-proxy; longitudinal on CRT	PASS	PARTIAL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33662003.md
OUT-OF-SCOPE	HIGH	33690612	extrahepatic cholangiocarcinoma (not CRC)	other-biliary-juice-via-ERCP	NOT-STATED (sequencing referenced but platform not in extract)	not stated	human	cross-sectional-case-control (CCA vs non-CCA)	extract is reviewer-response letter; biliary microbiota in CCA — wrong disease + wrong substrate	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33690612.md
OUT-OF-SCOPE	HIGH	33727392	healthy-young-adults(no-disease)	stool	shotgun-WGS	not-stated	human	single-arm-dietary-intervention	non-CRC-disease-scope+intervention-design	PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33727392.md
OUT-OF-SCOPE	HIGH	33731196	CRC-vs-healthy	stool	16S	Ion S5 XL	human	cross-sectional-case-control	11 CRC + 11 healthy stool 16S on Ion S5 XL; not Illumina	PASS	PASS	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33731196.md
OUT-OF-SCOPE	HIGH	33742231	rectal cancer	anastomotic lavage fluid	16S	Illumina MiSeq	human	longitudinal	perioperative endoscopic surveillance; lavage fluid 16S	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33742231.md
OUT-OF-SCOPE	HIGH	33758296	gallstones/cholecystectomy	stool	16S	unknown	human	cross-sectional-case-control		PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33758296.md
OUT-OF-SCOPE	HIGH	33771725	CRC (single isolate)	blood-culture-isolate	isolate-genome-WGS	Illumina HiSeq	human	other-single-isolate-case-report		PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33771725.md
OUT-OF-SCOPE	HIGH	33789570	colorectal cancer (source)	stool (re-analyzed)	shotgun-WGS (re-analyzed)	not stated (belongs to source)	human	cross-sectional-case-control (source)	re-analysis of 252 previously-published WGS fecal samples from healthy + late-stage CRC subjects; no new sequencing	FAIL	FAIL	PASS (source)	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33789570.md
OUT-OF-SCOPE	HIGH	33809130	healthy-postmenopausal-women	stool	16S	Illumina MiSeq	human	intervention-RCT-crossover	healthy-cohort-not-CRC	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33809130.md
OUT-OF-SCOPE	HIGH	33809624	CRC-only-iron-therapy	other-tumor-and-adjacent-biopsies	16S	not stated	human	intervention	Oral vs IV iron intervention in anemic CRC; on-tumor + off-tumor biopsies; not stool	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33809624.md
OUT-OF-SCOPE	HIGH	33824205	CRC-adenoma	tumor-tissue+mouse	qPCR+RNAseq	none-NGS	mixed-human-and-mouse	aspirin-user-strata	no-stool-metagen	PASS	FAIL	PARTIAL	FAIL	PARTIAL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33824205.md
OUT-OF-SCOPE	HIGH	33827643	rectal-cancer-family	germline-DNA	host-WGS/WES	Illumina NovaSeq 6000	human	other-pedigree-linkage	host genetics not microbiome	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33827643.md
OUT-OF-SCOPE	HIGH	33852815	N/A	other-none	other-none	N/A	other-N/A	other-cost-effectiveness-analysis	Health-economics costing analysis for oncology WGS	FAIL	FAIL	FAIL	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33852815.md
OUT-OF-SCOPE	HIGH	33860101	CRC-obesity-stratified	stool	16S	Ion Proton	human	cross-sectional-case-control	Ion-Torrent-only-not-Illumina	PASS	PASS	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33860101.md
OUT-OF-SCOPE	HIGH	33895946	metastatic-CRC-only	other-tumor-tissue	other-cancer-panel-NGS-plus-meta	Ion AmpliSeq	human	other-primary-vs-metastasis-plus-meta	43 CRC tumors on Ion AmpliSeq cancer panel + meta-analysis; no microbiome	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33895946.md
OUT-OF-SCOPE	HIGH	33947803	CRC+UC+CD(re-analysis)	stool	shotgun-WGS	Illumina(inherited)	human	meta-analysis-of-published-cohorts	re-analysis-only-of-13-datasets-from-NCBI/ENA;7-CRC+3-CD+3-UC	FAIL	PASS	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_33947803.md
OUT-OF-SCOPE	HIGH	34006865	7 diseases (CRC + IBD + T2D + T1D + LC + others)	stool	shotgun-WGS	Illumina (constituent)	human	cross-sectional-case-control	meta-analysis of curated public metagenomes; extracted text is peer-review	FAIL	PASS	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34006865.md
OUT-OF-SCOPE	HIGH	34046355	HC-CRA-LST-CRC	mucosal(seq)+stool(qPCR-only)	16S+qPCR	Illumina MiSeq	human	cross-sectional-case-control	16S-seq-mucosal-only-stool-qPCR-only	PASS	FAIL	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34046355.md
OUT-OF-SCOPE	HIGH	34065545	CRC-only-tumor-sidedness	other-on-and-off-tumor-biopsies	16S	not stated	human	cross-sectional-left-vs-right	24 CRC patients (17 right + 7 left); on-tumor + off-tumor biopsies; not stool	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34065545.md
OUT-OF-SCOPE	HIGH	34103493	mouse models	mouse intestinal organoid/tissue	RNA-Seq	not-stated	mouse	intervention	only reporting summary extracted; mouse organoid + GEM RNA-Seq	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34103493.md
OUT-OF-SCOPE	HIGH	34150751	CAC-mouse-model	stool(mouse)	16S	unknown	mouse	animal-intervention	mouse-only	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34150751.md
OUT-OF-SCOPE	HIGH	34158863	IBD	mixed	16S	not stated	mixed-human-and-mouse	other-drug-repurposing	new 16S on mice; human data is reanalysis of public IBDMDB	PARTIAL	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34158863.md
OUT-OF-SCOPE	HIGH	34182940	healthy Japanese only (no case group)	stool	other-targeted-PCR-clb-genes + GC-MS	N/A (no sequencing)	human	cross-sectional (healthy only)	224 healthy Japanese adults; targeted PCR for pks+ E. coli + fatty-acid GC-MS; no 16S/WGS	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34182940.md
OUT-OF-SCOPE	HIGH	34188781	CRC	fresh-tumor-tissue+non-tumor-adjacent	16S+targeted-panel	Illumina MiSeq+NextSeq	human	tumor-vs-adjacent-CRC-only	tissue-only-CRC-only-no-healthy	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34188781.md
OUT-OF-SCOPE	HIGH	34199466	colitis-mouse-model	other-mouse-cecum-and-feces	16S	not stated	mouse-only	intervention	Saffron intervention in DSS mouse colitis; not CRC	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34199466.md
OUT-OF-SCOPE	HIGH	34200105	healthy diet	stool	16S	Illumina HiSeq 2500	human	intervention (crossover)	12 healthy adults diet crossover; no disease case	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34200105.md
OUT-OF-SCOPE	HIGH	34225483	NAFLD-mouse-model	stool(mouse)	16S	unknown	mouse	animal-intervention	mouse-only	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34225483.md
OUT-OF-SCOPE	HIGH	34256782	rectal-cancer	tumor-biopsy	host-panel-WES-methylation	not stated	human	other-CRC-only-pathCR-vs-poor-response	host mutation profiling not microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34256782.md
OUT-OF-SCOPE	HIGH	34298766	stage-III-CRC	peripheral-blood	qPCR-only	NA	human	intervention-chemo-duration	blood-qPCR-not-microbiome-sequencing	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34298766.md
OUT-OF-SCOPE	HIGH	34328665	CRC	tissue(tumor+normal+mets)	shotgun-WGS	unknown	human	paired-tissue	tissue-only-no-stool	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34328665.md
OUT-OF-SCOPE	HIGH	34357350	CRC	none	computational-metabolic-model	none	computational-only	other-computational-modeling	GEM/FBA modeling; no sequencing	FAIL	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34357350.md
OUT-OF-SCOPE	HIGH	34407780	CRC screening (planned)	stool (planned FIT-leftover)	shotgun-WGS (planned)	not stated	human	prospective cohort (planned)	CRCbiome study protocol; nested in Norway BCSN screening; iFOBT-leftover fecal + colonoscopy diagnostic groups; no data yet	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34407780.md
OUT-OF-SCOPE	HIGH	34418587	CRC-mouse-model	mouse-stool+human-tumor-tissue	16S+microarray	unspecified	mixed-human-and-mouse	mouse-intervention+human-confirmation	mouse-model-with-human-tumor-tissue-confirmation	PASS	PARTIAL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34418587.md
OUT-OF-SCOPE	HIGH	34422640	multi-GI-cancer	other-tumor-tissue-TCGA	other-tissue-derived-microbial-signal	not stated	human	other-multi-cancer-reanalysis	TCMA/TCGA re-analysis across 4 GI cancer types; no primary sampling	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34422640.md
OUT-OF-SCOPE	HIGH	34440574	CRC-stages	mucosal-tissue	16S	unknown	human	cross-sectional-case-control	mucosal-biopsy-only	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34440574.md
OUT-OF-SCOPE	HIGH	34444865	BREAST CANCER (not CRC)	stool	16S	Illumina MiSeq v2 250PE	human	cross-sectional-case-control	25 early-BC vs 30 HC French cohort; methodologically clean but wrong disease scope per v2 rule	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34444865.md
OUT-OF-SCOPE	HIGH	34449929	small-bowel-adenocarcinoma	other-small-bowel-tumor-tissue	16S-plus-cancer-panel	Illumina	human	cross-sectional-tumor-vs-adjacent	SBA (not CRC) tumor + matched-normal tissue; disease scope fails	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34449929.md
OUT-OF-SCOPE	HIGH	34502456	CRC	stool	16S	Ion S5 (Ion Torrent)	human	cross-sectional-case-control + longitudinal RCT	CRC vs healthy stool 16S baseline; Ion Torrent only (no Illumina subset)	PASS	PASS	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34502456.md
OUT-OF-SCOPE	HIGH	34516694	prostate-enlargement(BPH)	rectal-swab	16S	unknown	human	cross-sectional-case-control	rectal-swab+non-CRC-disease	PASS	PARTIAL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34516694.md
OUT-OF-SCOPE	HIGH	34539647	CRC	biopsy-mucosa	16S	Illumina	human	other-tumor-vs-adjacent-normal-paired	no stool; paired mucosa within CRC patients	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34539647.md
OUT-OF-SCOPE	HIGH	34544375	melanoma+FMT(not-CRC)	stool	shotgun-WGS	Illumina(inherited)	human	FMT-intervention-melanoma-response	re-analysis-of-Baruch+Davar-FMT-melanoma;not-CRC-scope	FAIL	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34544375.md
OUT-OF-SCOPE	HIGH	34573430	CRC-early-onset	host-germline	human-WGS	unspecified	human	variant-discovery	host-genome-not-microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34573430.md
OUT-OF-SCOPE	HIGH	34585527	cancer cachexia	mixed (mouse intestine + human serum)	16S (mouse only)	not-stated	mixed-human-and-mouse	intervention (mouse)	16S is mouse-only; human component is serum metabolomics	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34585527.md
OUT-OF-SCOPE	HIGH	34595059	CRC-advanced	blood-plasma	16S	unknown	human	treatment-arm-comparison	blood-not-stool;treatment-arms	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34595059.md
OUT-OF-SCOPE	MEDIUM	34599256	no case group (sample-handling methods paper)	stool (FIT tube + stabilization buffer + fresh-frozen storage arms)	NOT-STATED	not stated	human	other-technical-sample-handling-comparison	extract shows only Supp Fig S1 legend; storage protocol comparison paper for FIT-tube fecal samples; not CRC case/control	PASS	NOT-STATED	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34599256.md
OUT-OF-SCOPE	MEDIUM	34603035	CRC-mouse-model	stool	16S	unspecified	mouse	intervention	mouse-drug-intervention-A-muciniphila-supplement-only	PASS	PASS	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34603035.md
OUT-OF-SCOPE	HIGH	34604105	Gilbert-syndrome-vs-healthy	stool	16S	not stated	human	cross-sectional-case-control	45 GS + 45 controls; GS not CRC; disease scope fails	PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34604105.md
OUT-OF-SCOPE	HIGH	34604238	CRC	biopsy + intestinal lavage fluid	shotgun-WGS	Illumina NovaSeq 6000	human	nested-case-control (tissue vs IVF)	20 CRC patients paired biopsy + IVF WGS	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34604238.md
OUT-OF-SCOPE	HIGH	34639088	CRC	biopsy-mucosa	16S	not stated	human	cross-sectional-case-control	no stool; mucosal biopsy 20 CRC + 20 HC	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34639088.md
OUT-OF-SCOPE	HIGH	34650531	CRC-anatomical-stratified	FFPE-tissue	16S	Illumina MiSeq	human	tumor-vs-adjacent-proximal-vs-distal	tissue-only-CRC-only	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34650531.md
OUT-OF-SCOPE	HIGH	34711244	hereditary-cancer-syndromes	other-germline-blood-DNA	other-germline-WGS-WES	not stated	human	other-cancer-syndrome-workflow	Germline WGS/WES cancer-syndrome variant filter pipeline; no microbiome	NOT-STATED	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34711244.md
OUT-OF-SCOPE	HIGH	34715774	CRC	FFPE tissue	16S	Illumina MiSeq + NovaSeq 6000	human	technical-validation	FFPE tissue methodology paper	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34715774.md
OUT-OF-SCOPE	HIGH	34745023	mixed	reanalysis	meta-analysis	none	human	DB-mining	reanalysis-of-UHGG+public-metagenomes	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34745023.md
OUT-OF-SCOPE	HIGH	34771584	CRC	tissue-FFPE-and-FF	16S	not stated	human	other-FFPE-vs-FF-methodology	10 paired FFPE/FF tumor tissue methodology paper	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34771584.md
OUT-OF-SCOPE	HIGH	34778085	irAE colitis + ulcerative colitis (not CRC)	other-colonic-biopsy-tissue (cases) + stool (only 3 HC)	mixed 16S (Illumina MiSeq + Ion Torrent S5)	Illumina MiSeq V3 (inactive tissue) + Ion Torrent S5 (active tissue)	human	cross-sectional (irAE colitis vs UC vs HC)	Kindai University Japan; disease is irAE/UC; substrate for cases is biopsy tissue; mixed Illumina+IonTorrent	PASS	FAIL	FAIL	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34778085.md
OUT-OF-SCOPE	HIGH	34795654	UC-dysplasia-CAC	colon-tissue+mouse	no-sequencing	unspecified	mixed-human-and-mouse	mechanistic-mouse+tissue-confirmation	UC-not-CRC	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34795654.md
OUT-OF-SCOPE	HIGH	34821068	mCRC	plasma	ctDNA-panel	unknown	human	CRC-treatment-cohort	liquid-biopsy-not-microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34821068.md
OUT-OF-SCOPE	HIGH	34830904	CRC-metastatic	tumor-tissue	host-mutation-panel	Ion Torrent Proton	human	other-mCRC-only	host mutation panel not microbiome; Ion Torrent	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34830904.md
OUT-OF-SCOPE	HIGH	34844611	colorectal cancer (tissue, not stool)	tumor-and-adjacent-normal-tissue (paired)	16S	Illumina MiSeq v3 2x300	human	paired-tumor-vs-normal + recurrent-vs-nonrecurrent (CRC-only)	Korean 51 CRC patients; 102 paired tumor + adjacent-normal V3-V4 16S; no stool	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34844611.md
OUT-OF-SCOPE	HIGH	34867387	UC-mouse-model	stool	16S	unspecified	mouse	intervention	mouse-DSS-colitis-TCM-intervention	PASS	PASS	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34867387.md
OUT-OF-SCOPE	HIGH	34867852	Odoribacter-anti-CRC-mechanism	other-bacterial-isolates-from-healthy-feces	other-isolate-16S-and-CFS-assay	not stated	mixed-human-isolate-source-and-mouse-allograft	other-mechanism	O. splanchnicus isolate CFS anti-CRC assay in HCT116/CT26 + CT26 mouse allograft	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34867852.md
OUT-OF-SCOPE	HIGH	34937766	mouse-CRC-model+human-CRC-cells/organoids	mouse-feces+cell-line+organoid	16S+LC-MS/MS	not-stated	mouse+human-cell-lines+organoids	interventional-mouse-gavage+in-vitro	no-human-cohort-here;mouse-in-vivo+cell-organoid-in-vitro	PASS	PASS	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34937766.md
OUT-OF-SCOPE	HIGH	34944631	CRC	tumor-expression	host-mutation-expression	not stated	human	other-CRC-subtyping-methodology	bioinformatics-only CMS/subtyping paper	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34944631.md
OUT-OF-SCOPE	HIGH	34944982	colorectal cancer + intestinal adenoma	blood (peripheral)	16S	not stated	human	cross-sectional-case-control	Milan case-control 100 CRC + 100 IA + 100 HC; blood 16S bacterial translocation study; not stool	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34944982.md
OUT-OF-SCOPE	HIGH	34946141	Campylobacter-not-CRC	Campylobacter-isolates+reused-16S	isolate-WGS	unspecified	human	case-series-Campylobacter-infection	isolate-WGS-plus-reused-16S-CRC-cell-line-only	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34946141.md
OUT-OF-SCOPE	HIGH	34955830	CRC-MSI-diagnostic	other-plasma-and-tissue	other-real-time-PCR-MSI	not applicable	human	other-MSI-diagnostic-concordance	Plasma real-time PCR MSI test on 84 CRC (dMMR vs pMMR); not microbiome	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34955830.md
OUT-OF-SCOPE	HIGH	34956106	CRC+T1D+RA	stool + saliva (public)	shotgun-WGS	Illumina (inherited)	human	re-analysis	re-analysis of 935 public metagenomes (Schmidt 2019)	FAIL	PASS	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34956106.md
OUT-OF-SCOPE	HIGH	34956908	CRC	blood+tissue	SNP-genotyping	unknown	human	cross-sectional-case-control	not-microbiome	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34956908.md
OUT-OF-SCOPE	HIGH	34975790	CRC	stool	shotgun-WGS	Illumina (constituent)	human	cross-sectional-case-control	reanalysis of published gut metagenomes 382 CRC + 387 healthy	FAIL	PASS	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34975790.md
OUT-OF-SCOPE	HIGH	34983654	CRC-surgery-cohort	rectal-swab+intraop-colonic-contents+stoma(NO-stool)	16S	Illumina-MiSeq-2x300	human	longitudinal-pre-post-surgery+drug-arm	no-passed-stool;longitudinal+drug-arm;no-healthy-control	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_34983654.md
